kind,noise,replicate,method,ari,rule_recovery,prototype_size,target_ari,coverage,mean_margin
VALUE,0.25,5,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,6,VALUE_PAM,0.19616728427739544,,,,,
VALUE,0.25,6,RELATION_PAM,0.7201542340204656,,,,,
VALUE,0.25,6,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,7,VALUE_PAM,0.27840759293435274,,,,,
VALUE,0.25,7,RELATION_PAM,0.7490113366728184,,,,,
VALUE,0.25,7,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,8,VALUE_PAM,0.4397574479303981,,,,,
VALUE,0.25,8,RELATION_PAM,0.7201489638677875,,,,,
VALUE,0.25,8,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,9,VALUE_PAM,0.1035865952298001,,,,,
VALUE,0.25,9,RELATION_PAM,0.3750391352348938,,,,,
VALUE,0.25,9,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,10,VALUE_PAM,0.2608730444524467,,,,,
VALUE,0.25,10,RELATION_PAM,0.664122730407885,,,,,
VALUE,0.25,10,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,11,VALUE_PAM,0.005366612608244341,,,,,
VALUE,0.25,11,RELATION_PAM,0.7490042466643441,,,,,
VALUE,0.25,11,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,12,VALUE_PAM,0.24364406779661016,,,,,
VALUE,0.25,12,RELATION_PAM,0.778416246666086,,,,,
VALUE,0.25,12,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,13,VALUE_PAM,0.29678928553778233,,,,,
VALUE,0.25,13,RELATION_PAM,0.7201542340204656,,,,,
VALUE,0.25,13,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,14,VALUE_PAM,0.2785502471169687,,,,,
VALUE,0.25,14,RELATION_PAM,0.7201489638677875,,,,,
VALUE,0.25,14,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,15,VALUE_PAM,0.16764434120410318,,,,,
VALUE,0.25,15,RELATION_PAM,0.8389245788027806,,,,,
VALUE,0.25,15,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,16,VALUE_PAM,0.24367255470603744,,,,,
VALUE,0.25,16,RELATION_PAM,0.778416246666086,,,,,
VALUE,0.25,16,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,17,VALUE_PAM,0.06327445293962562,,,,,
VALUE,0.25,17,RELATION_PAM,0.5339001402894293,,,,,
VALUE,0.25,17,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,18,VALUE_PAM,0.2608730444524467,,,,,
VALUE,0.25,18,RELATION_PAM,0.8389245788027806,,,,,
VALUE,0.25,18,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,19,VALUE_PAM,0.31538360137094645,,,,,
VALUE,0.25,19,RELATION_PAM,0.7490018832391714,,,,,
VALUE,0.25,19,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,20,VALUE_PAM,0.33487636525377656,,,,,
VALUE,0.25,20,RELATION_PAM,0.636952571068069,,,,,
VALUE,0.25,20,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,21,VALUE_PAM,0.3548739282252068,,,,,
VALUE,0.25,21,RELATION_PAM,0.7490113366728184,,,,,
VALUE,0.25,21,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,22,VALUE_PAM,0.3750626728652975,,,,,
VALUE,0.25,22,RELATION_PAM,0.5842882835378198,,,,,
VALUE,0.25,22,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,23,VALUE_PAM,0.3750626728652975,,,,,
VALUE,0.25,23,RELATION_PAM,0.7784204195297181,,,,,
VALUE,0.25,23,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,24,VALUE_PAM,0.1533915531130016,,,,,
VALUE,0.25,24,RELATION_PAM,0.24382207578253706,,,,,
VALUE,0.25,24,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,25,VALUE_PAM,0.19575856443719414,,,,,
VALUE,0.25,25,RELATION_PAM,0.5094903260585545,,,,,
VALUE,0.25,25,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,26,VALUE_PAM,0.26102609837423435,,,,,
VALUE,0.25,26,RELATION_PAM,0.6103375462863788,,,,,
VALUE,0.25,26,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,27,VALUE_PAM,0.1958342846517233,,,,,
VALUE,0.25,27,RELATION_PAM,0.9016739602778713,,,,,
VALUE,0.25,27,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,28,VALUE_PAM,0.3750391352348938,,,,,
VALUE,0.25,28,RELATION_PAM,0.7490042466643441,,,,,
VALUE,0.25,28,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,29,VALUE_PAM,0.3960414685360778,,,,,
VALUE,0.25,29,RELATION_PAM,0.5842843691148776,,,,,
VALUE,0.25,29,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,30,VALUE_PAM,-0.0014500634402755121,,,,,
VALUE,0.25,30,RELATION_PAM,0.8389245788027806,,,,,
VALUE,0.25,30,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,31,VALUE_PAM,0.296630377214147,,,,,
VALUE,0.25,31,RELATION_PAM,0.5842882835378198,,,,,
VALUE,0.25,31,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,32,VALUE_PAM,0.2279178160149186,,,,,
VALUE,0.25,32,RELATION_PAM,0.8083898305084746,,,,,
VALUE,0.25,32,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,33,VALUE_PAM,0.3545762711864407,,,,,
VALUE,0.25,33,RELATION_PAM,0.7490018832391714,,,,,
VALUE,0.25,33,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,34,VALUE_PAM,0.2789303826648225,,,,,
VALUE,0.25,34,RELATION_PAM,0.3960357815442561,,,,,
VALUE,0.25,34,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,35,VALUE_PAM,0.18092538887424203,,,,,
VALUE,0.25,35,RELATION_PAM,0.870020056308321,,,,,
VALUE,0.25,35,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,36,VALUE_PAM,0.13981438110952363,,,,,
VALUE,0.25,36,RELATION_PAM,0.5338781966780912,,,,,
VALUE,0.25,36,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,37,VALUE_PAM,0.33470100680541137,,,,,
VALUE,0.25,37,RELATION_PAM,0.7784204195297181,,,,,
VALUE,0.25,37,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,38,VALUE_PAM,0.2279178160149186,,,,,
VALUE,0.25,38,RELATION_PAM,0.8083916347303698,,,,,
VALUE,0.25,38,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.25,39,VALUE_PAM,0.41777177404741117,,,,,
VALUE,0.25,39,RELATION_PAM,0.636962826258898,,,,,
VALUE,0.25,39,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,0,VALUE_PAM,0.16717440347785992,,,,,
VALUE,0.5,0,RELATION_PAM,0.7201489638677875,,,,,
VALUE,0.5,0,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,1,VALUE_PAM,0.29686871277669663,,,,,
VALUE,0.5,1,RELATION_PAM,0.870020056308321,,,,,
VALUE,0.5,1,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,2,VALUE_PAM,0.43982074263764404,,,,,
VALUE,0.5,2,RELATION_PAM,0.7201489638677875,,,,,
VALUE,0.5,2,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,3,VALUE_PAM,0.08229677686650785,,,,,
VALUE,0.5,3,RELATION_PAM,0.6918578921102437,,,,,
VALUE,0.5,3,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,4,VALUE_PAM,-0.00813511445889484,,,,,
VALUE,0.5,4,RELATION_PAM,0.46242828995223645,,,,,
VALUE,0.5,4,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,5,VALUE_PAM,0.24367255470603744,,,,,
VALUE,0.5,5,RELATION_PAM,0.8083916347303698,,,,,
VALUE,0.5,5,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,6,VALUE_PAM,0.3546005800158186,,,,,
VALUE,0.5,6,RELATION_PAM,0.6641417054081092,,,,,
VALUE,0.5,6,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,7,VALUE_PAM,0.41760730318431455,,,,,
VALUE,0.5,7,RELATION_PAM,0.7201489638677875,,,,,
VALUE,0.5,7,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,8,VALUE_PAM,0.24409960099375141,,,,,
VALUE,0.5,8,RELATION_PAM,0.6103595598187489,,,,,
VALUE,0.5,8,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,9,VALUE_PAM,0.3347636454363786,,,,,
VALUE,0.5,9,RELATION_PAM,0.6641417054081092,,,,,
VALUE,0.5,9,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,10,VALUE_PAM,0.08315145813734713,,,,,
VALUE,0.5,10,RELATION_PAM,0.8389245788027806,,,,,
VALUE,0.5,10,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,11,VALUE_PAM,0.24375800256081948,,,,,
VALUE,0.5,11,RELATION_PAM,0.8083916347303698,,,,,
VALUE,0.5,11,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,12,VALUE_PAM,0.31546094750320103,,,,,
VALUE,0.5,12,RELATION_PAM,0.27840759293435274,,,,,
VALUE,0.5,12,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,13,VALUE_PAM,0.09291138823451889,,,,,
VALUE,0.5,13,RELATION_PAM,0.8389336785735303,,,,,
VALUE,0.5,13,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,14,VALUE_PAM,0.2611234633256867,,,,,
VALUE,0.5,14,RELATION_PAM,0.9016739602778713,,,,,
VALUE,0.5,14,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,15,VALUE_PAM,0.12751178834624327,,,,,
VALUE,0.5,15,RELATION_PAM,0.7201542340204656,,,,,
VALUE,0.5,15,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,16,VALUE_PAM,0.19574341868310102,,,,,
VALUE,0.5,16,RELATION_PAM,0.7490113366728184,,,,,
VALUE,0.5,16,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,17,VALUE_PAM,0.31541583105009935,,,,,
VALUE,0.5,17,RELATION_PAM,0.5338606403013183,,,,,
VALUE,0.5,17,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,18,VALUE_PAM,0.24370816032539616,,,,,
VALUE,0.5,18,RELATION_PAM,0.6103375462863788,,,,,
VALUE,0.5,18,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,19,VALUE_PAM,0.3155189456342669,,,,,
VALUE,0.5,19,RELATION_PAM,0.8389245788027806,,,,,
VALUE,0.5,19,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,20,VALUE_PAM,0.334688477663659,,,,,
VALUE,0.5,20,RELATION_PAM,0.8700188323917137,,,,,
VALUE,0.5,20,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,21,VALUE_PAM,0.22711810942064636,,,,,
VALUE,0.5,21,RELATION_PAM,0.8083898305084746,,,,,
VALUE,0.5,21,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,22,VALUE_PAM,0.2607338494965878,,,,,
VALUE,0.5,22,RELATION_PAM,0.8389276121739417,,,,,
VALUE,0.5,22,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,23,VALUE_PAM,0.3549649928480012,,,,,
VALUE,0.5,23,RELATION_PAM,0.7490042466643441,,,,,
VALUE,0.5,23,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,24,VALUE_PAM,0.19574341868310102,,,,,
VALUE,0.5,24,RELATION_PAM,0.43974162201862504,,,,,
VALUE,0.5,24,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,25,VALUE_PAM,0.2783872091599891,,,,,
VALUE,0.5,25,RELATION_PAM,0.6918549905838042,,,,,
VALUE,0.5,25,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,26,VALUE_PAM,0.3750391352348938,,,,,
VALUE,0.5,26,RELATION_PAM,0.7490042466643441,,,,,
VALUE,0.5,26,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,27,VALUE_PAM,0.35506816834617666,,,,,
VALUE,0.5,27,RELATION_PAM,0.8083916347303698,,,,,
VALUE,0.5,27,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,28,VALUE_PAM,0.4397574479303981,,,,,
VALUE,0.5,28,RELATION_PAM,0.778416246666086,,,,,
VALUE,0.5,28,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,29,VALUE_PAM,0.2280775587839061,,,,,
VALUE,0.5,29,RELATION_PAM,0.5094903260585545,,,,,
VALUE,0.5,29,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,30,VALUE_PAM,0.24365118972514382,,,,,
VALUE,0.5,30,RELATION_PAM,0.6103448844068746,,,,,
VALUE,0.5,30,RR_DIRECT,1.0,,50.0,1.0,0.9916666666666667,1.0
VALUE,0.5,31,VALUE_PAM,0.31536426210675983,,,,,
VALUE,0.5,31,RELATION_PAM,0.870020056308321,,,,,
VALUE,0.5,31,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,32,VALUE_PAM,0.35472817133443163,,,,,
VALUE,0.5,32,RELATION_PAM,0.6918578921102437,,,,,
VALUE,0.5,32,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,33,VALUE_PAM,0.1529531395644437,,,,,
VALUE,0.5,33,RELATION_PAM,0.6103448844068746,,,,,
VALUE,0.5,33,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,34,VALUE_PAM,0.24390037275499832,,,,,
VALUE,0.5,34,RELATION_PAM,0.8389245788027806,,,,,
VALUE,0.5,34,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,35,VALUE_PAM,0.3960357815442561,,,,,
VALUE,0.5,35,RELATION_PAM,0.7201542340204656,,,,,
VALUE,0.5,35,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,36,VALUE_PAM,0.2612347061438899,,,,,
VALUE,0.5,36,RELATION_PAM,0.6918578921102437,,,,,
VALUE,0.5,36,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,37,VALUE_PAM,0.33470100680541137,,,,,
VALUE,0.5,37,RELATION_PAM,0.636952571068069,,,,,
VALUE,0.5,37,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,38,VALUE_PAM,0.39605852886896914,,,,,
VALUE,0.5,38,RELATION_PAM,0.8389276121739417,,,,,
VALUE,0.5,38,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.5,39,VALUE_PAM,0.29696135521439915,,,,,
VALUE,0.5,39,RELATION_PAM,0.5843000263643554,,,,,
VALUE,0.5,39,RR_DIRECT,1.0,,50.0,1.0,1.0,1.0
VALUE,0.75,0,VALUE_PAM,0.019769357495881382,,,,,
VALUE,0.75,0,RELATION_PAM,0.7490018832391714,,,,,
VALUE,0.75,0,RR_DIRECT,1.0,,50.0,1.0,0.9916666666666667,0.9309290890494472
VALUE,0.75,1,VALUE_PAM,0.11508230757822928,,,,,
VALUE,0.75,1,RELATION_PAM,0.8389276121739417,,,,,
VALUE,0.75,1,RR_DIRECT,1.0,,50.0,1.0,0.9666666666666667,0.9396401883661153
VALUE,0.75,2,VALUE_PAM,0.0016477722119694173,,,,,
VALUE,0.75,2,RELATION_PAM,0.5094903260585545,,,,,
VALUE,0.75,2,RR_DIRECT,1.0,,50.0,1.0,1.0,0.9362470448166895
VALUE,0.75,3,VALUE_PAM,0.27862494822847245,,,,,
VALUE,0.75,3,RELATION_PAM,0.7490018832391714,,,,,
VALUE,0.75,3,RR_DIRECT,1.0,,50.0,1.0,0.975,0.9241920794985902
VALUE,0.75,4,VALUE_PAM,0.33487636525377656,,,,,
VALUE,0.75,4,RELATION_PAM,0.870020056308321,,,,,
VALUE,0.75,4,RR_DIRECT,1.0,,50.0,0.9663841807909604,0.9916666666666667,0.9364918544135622
VALUE,0.75,5,VALUE_PAM,0.27848911651728553,,,,,
VALUE,0.75,5,RELATION_PAM,0.5338650295194961,,,,,
VALUE,0.75,5,RR_DIRECT,1.0,,50.0,1.0,1.0,0.9281441180258398
VALUE,0.75,6,VALUE_PAM,0.35458234856545606,,,,,
VALUE,0.75,6,RELATION_PAM,0.778416246666086,,,,,
VALUE,0.75,6,RR_DIRECT,1.0,,50.0,1.0,0.9916666666666667,0.930229673976874
VALUE,0.75,7,VALUE_PAM,0.1530807248764415,,,,,
VALUE,0.75,7,RELATION_PAM,0.7201542340204656,,,,,
VALUE,0.75,7,RR_DIRECT,1.0,,50.0,1.0,1.0,0.9310012771978488
VALUE,0.75,8,VALUE_PAM,0.1958342846517233,,,,,
VALUE,0.75,8,RELATION_PAM,0.6369491525423728,,,,,
VALUE,0.75,8,RR_DIRECT,1.0,,50.0,1.0,0.9916666666666667,0.9276679437205089
VALUE,0.75,9,VALUE_PAM,0.014218422273017247,,,,,
VALUE,0.75,9,RELATION_PAM,0.7201489638677875,,,,,
VALUE,0.75,9,RR_DIRECT,1.0,,50.0,1.0,1.0,0.9248163135296446
VALUE,0.75,10,VALUE_PAM,0.31538360137094645,,,,,
VALUE,0.75,10,RELATION_PAM,0.5338650295194961,,,,,
VALUE,0.75,10,RR_DIRECT,1.0,,50.0,1.0,1.0,0.9168702395113485
VALUE,0.75,11,VALUE_PAM,0.3348137478493978,,,,,
VALUE,0.75,11,RELATION_PAM,0.7201542340204656,,,,,
VALUE,0.75,11,RR_DIRECT,1.0,,50.0,1.0,0.975,0.9376044815799671
VALUE,0.75,12,VALUE_PAM,0.22742364737192594,,,,,
VALUE,0.75,12,RELATION_PAM,0.8083916347303698,,,,,
VALUE,0.75,12,RR_DIRECT,1.0,,50.0,1.0,1.0,0.9128259606037334
VALUE,0.75,13,VALUE_PAM,0.02544202217937944,,,,,
VALUE,0.75,13,RELATION_PAM,0.3960414685360778,,,,,
VALUE,0.75,13,RR_DIRECT,1.0,,50.0,1.0,1.0,0.9276139710330212
VALUE,0.75,14,VALUE_PAM,-0.007344563610512142,,,,,
VALUE,0.75,14,RELATION_PAM,0.8389245788027806,,,,,
VALUE,0.75,14,RR_DIRECT,1.0,,50.0,1.0,1.0,0.9469622121485315
VALUE,0.75,15,VALUE_PAM,0.18127229432747602,,,,,
VALUE,0.75,15,RELATION_PAM,0.5842843691148776,,,,,
VALUE,0.75,15,RR_DIRECT,1.0,,50.0,1.0,1.0,0.932852038965198
VALUE,0.75,16,VALUE_PAM,0.37545078795264053,,,,,
VALUE,0.75,16,RELATION_PAM,0.8083916347303698,,,,,
VALUE,0.75,16,RR_DIRECT,1.0,,50.0,1.0,1.0,0.9149913372225648
VALUE,0.75,17,VALUE_PAM,-0.0030479774223894636,,,,,
VALUE,0.75,17,RELATION_PAM,0.6918549905838042,,,,,
VALUE,0.75,17,RR_DIRECT,1.0,,50.0,1.0,1.0,0.9295158185033846
VALUE,0.75,18,VALUE_PAM,0.24365118972514382,,,,,
VALUE,0.75,18,RELATION_PAM,0.7201542340204656,,,,,
VALUE,0.75,18,RR_DIRECT,1.0,,50.0,1.0,1.0,0.9104513142234528
VALUE,0.75,19,VALUE_PAM,0.1530807248764415,,,,,
VALUE,0.75,19,RELATION_PAM,0.636952571068069,,,,,
VALUE,0.75,19,RR_DIRECT,1.0,,50.0,1.0,0.9833333333333333,0.9215949166405917
VALUE,0.75,20,VALUE_PAM,0.3546005800158186,,,,,
VALUE,0.75,20,RELATION_PAM,0.5339001402894293,,,,,
VALUE,0.75,20,RR_DIRECT,1.0,,50.0,1.0,0.9916666666666667,0.9337318316821032
VALUE,0.75,21,VALUE_PAM,0.16670393480977946,,,,,
VALUE,0.75,21,RELATION_PAM,0.7201489638677875,,,,,
VALUE,0.75,21,RR_DIRECT,1.0,,50.0,1.0,0.9916666666666667,0.9283862070721811
VALUE,0.75,22,VALUE_PAM,-0.001355775816819623,,,,,
VALUE,0.75,22,RELATION_PAM,0.778416246666086,,,,,
VALUE,0.75,22,RR_DIRECT,1.0,,50.0,1.0,0.9916666666666667,0.9256370149751232
VALUE,0.75,23,VALUE_PAM,0.296630377214147,,,,,
VALUE,0.75,23,RELATION_PAM,0.33472606367327723,,,,,
VALUE,0.75,23,RR_DIRECT,1.0,,50.0,1.0,0.9833333333333333,0.9251353729952032
VALUE,0.75,24,VALUE_PAM,0.11581495010125575,,,,,
VALUE,0.75,24,RELATION_PAM,0.6641417054081092,,,,,
VALUE,0.75,24,RR_DIRECT,1.0,,50.0,0.9663843417392428,0.9916666666666667,0.927767494938942
VALUE,0.75,25,VALUE_PAM,0.39605852886896914,,,,,
VALUE,0.75,25,RELATION_PAM,0.8389276121739417,,,,,
VALUE,0.75,25,RR_DIRECT,1.0,,50.0,1.0,0.9833333333333333,0.9207860590695828
VALUE,0.75,26,VALUE_PAM,0.06331855115856472,,,,,
VALUE,0.75,26,RELATION_PAM,0.5842882835378198,,,,,
VALUE,0.75,26,RR_DIRECT,1.0,,50.0,1.0,0.9916666666666667,0.9375893965207766
VALUE,0.75,27,VALUE_PAM,0.06608839322593969,,,,,
VALUE,0.75,27,RELATION_PAM,0.8083898305084746,,,,,
VALUE,0.75,27,RR_DIRECT,1.0,,50.0,1.0,1.0,0.942250993867471
VALUE,0.75,28,VALUE_PAM,0.2785502471169687,,,,,
VALUE,0.75,28,RELATION_PAM,0.4856828090130978,,,,,
VALUE,0.75,28,RR_DIRECT,1.0,,50.0,1.0,1.0,0.9090154753317433
VALUE,0.75,29,VALUE_PAM,0.5094995633331686,,,,,
VALUE,0.75,29,RELATION_PAM,0.39605852886896914,,,,,
VALUE,0.75,29,RR_DIRECT,1.0,,50.0,1.0,1.0,0.9255578324287314
VALUE,0.75,30,VALUE_PAM,-0.003954653308726601,,,,,
VALUE,0.75,30,RELATION_PAM,0.9016739602778713,,,,,
VALUE,0.75,30,RR_DIRECT,1.0,,50.0,1.0,1.0,0.9190320605403687
VALUE,0.75,31,VALUE_PAM,0.24390037275499832,,,,,
VALUE,0.75,31,RELATION_PAM,0.6641290556461845,,,,,
VALUE,0.75,31,RR_DIRECT,1.0,,50.0,1.0,0.9916666666666667,0.925579161054957
VALUE,0.75,32,VALUE_PAM,0.27840759293435274,,,,,
VALUE,0.75,32,RELATION_PAM,0.870020056308321,,,,,
VALUE,0.75,32,RR_DIRECT,1.0,,50.0,1.0,0.9916666666666667,0.9276502406078113
VALUE,0.75,33,VALUE_PAM,0.27840759293435274,,,,,
VALUE,0.75,33,RELATION_PAM,0.6103375462863788,,,,,
VALUE,0.75,33,RR_DIRECT,1.0,,50.0,1.0,0.9916666666666667,0.9191117737280954
VALUE,0.75,34,VALUE_PAM,0.33472606367327723,,,,,
VALUE,0.75,34,RELATION_PAM,0.6918578921102437,,,,,
VALUE,0.75,34,RR_DIRECT,1.0,,50.0,1.0,1.0,0.9236894039886676
VALUE,0.75,35,VALUE_PAM,0.11566519011312926,,,,,
VALUE,0.75,35,RELATION_PAM,0.778416246666086,,,,,
VALUE,0.75,35,RR_DIRECT,1.0,,50.0,0.9655147237136145,0.9666666666666667,0.937554847563356
VALUE,0.75,36,VALUE_PAM,0.37502736575478873,,,,,
VALUE,0.75,36,RELATION_PAM,0.7201542340204656,,,,,
VALUE,0.75,36,RR_DIRECT,1.0,,50.0,1.0,1.0,0.9410420522032408
VALUE,0.75,37,VALUE_PAM,0.3750626728652975,,,,,
VALUE,0.75,37,RELATION_PAM,0.664122730407885,,,,,
VALUE,0.75,37,RR_DIRECT,1.0,,50.0,1.0,0.9916666666666667,0.9342763934168928
VALUE,0.75,38,VALUE_PAM,0.26074777135136024,,,,,
VALUE,0.75,38,RELATION_PAM,0.6103375462863788,,,,,
VALUE,0.75,38,RR_DIRECT,1.0,,50.0,1.0,1.0,0.9214235346556906
VALUE,0.75,39,VALUE_PAM,0.5338650295194961,,,,,
VALUE,0.75,39,RELATION_PAM,0.6918549905838042,,,,,
VALUE,0.75,39,RR_DIRECT,1.0,,50.0,1.0,1.0,0.9149349606301711
NULL,0.25,0,VALUE_PAM,-0.003756177924217463,,,,,
NULL,0.25,0,RELATION_PAM,-0.005894191726004826,,,,,
NULL,0.25,0,RR_DIRECT,-0.0068894766068386525,,4.0,-0.007793509644232873,1.0,0.8545382438162583
NULL,0.25,1,VALUE_PAM,0.02553377788343623,,,,,
NULL,0.25,1,RELATION_PAM,-0.007316108621144213,,,,,
NULL,0.25,1,RR_DIRECT,-0.003992467043314501,,4.0,-0.006001759177616208,0.9,0.8900122549019609
NULL,0.25,2,VALUE_PAM,0.001845140032948929,,,,,
NULL,0.25,2,RELATION_PAM,-0.005951021772547616,,,,,
NULL,0.25,2,RR_DIRECT,-0.0014500634402755121,,3.0,0.0016195704371898569,1.0,0.9284371679407426
NULL,0.25,3,VALUE_PAM,0.0005074699100885488,,,,,
NULL,0.25,3,RELATION_PAM,-0.005894191726004826,,,,,
NULL,0.25,3,RR_DIRECT,-0.0014123462602247984,,4.0,0.005075129372155371,0.9083333333333333,0.8854106903805697
NULL,0.25,4,VALUE_PAM,-0.008237232289950576,,,,,
NULL,0.25,4,RELATION_PAM,-0.007344563610512142,,,,,
NULL,0.25,4,RR_DIRECT,-0.005951021772547616,,9.0,-0.008977934267490125,0.85,0.8150740880964258
NULL,0.25,5,VALUE_PAM,-0.003992467043314501,,,,,
NULL,0.25,5,RELATION_PAM,-0.0039830133426238925,,,,,
NULL,0.25,5,RR_DIRECT,0.005310421938445243,,39.0,-0.009540329575021683,0.8083333333333333,0.6464615531238668
NULL,0.25,6,VALUE_PAM,-0.001355775816819623,,,,,
NULL,0.25,6,RELATION_PAM,-0.005894191726004826,,,,,
NULL,0.25,6,RR_DIRECT,0.005366612608244341,,22.0,-0.006668026179601919,0.8,0.6426272068959175
NULL,0.25,7,VALUE_PAM,-0.003682817355276787,,,,,
NULL,0.25,7,RELATION_PAM,-0.003756177924217463,,,,,
NULL,0.25,7,RR_DIRECT,-0.008173084845189249,,17.0,-0.006724354211110845,0.7666666666666667,0.6212707555565615
NULL,0.25,8,VALUE_PAM,-0.007116968698517298,,,,,
NULL,0.25,8,RELATION_PAM,-0.007316108621144213,,,,,
NULL,0.25,8,RR_DIRECT,0.005647470756690488,,3.0,0.014218422273017247,1.0,0.9211537840220436
NULL,0.25,9,VALUE_PAM,-0.001355775816819623,,,,,
